,Sentence,Sentiment
1012,Exports grew 16.5 percent to 19.1 million liters .,0
1013,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",0
1014,"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",0
1015,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,0
1016,G4S sees profits rise but UK contract problems remain,0
1017,The office space will rise above the remodeled Cannon Street underground station .,0
1018,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",0
1019,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",0
1020,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,0
1021,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",0
1022,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,0
1023,"So far as is known , he did not sell shares that he owns personally .",0
1024,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",0
1025,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .",0
1026,"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",0
1027,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,0
1028,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",0
1029,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",0
1030,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",0
1031,"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",0
1032,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",0
1033,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,0
1034,Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,0
1035,"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",0
1036,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,0
1037,`` We 've been feeling quite positive about the region as a whole .,0
1038,"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .",0
1039,CompaniesAB InBev signals it won't go hostile for SABMiller,0
1040,The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',0
1041,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",0
1042,Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,0
1043,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",0
1044,"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",0
1045,After 1 April 2007 Cencorp will not have any own employees in the territory .,0
1046,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",0
1047,"s business sectors are building construction , infrastructure construction and technical building services .",0
1048,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",0
1049,"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",0
1050,"Technopolis plans to develop in stages an area of no less than 100,000 square meters in order to host companies working in computer technologies and telecommunications , the statement said .",0
1051,"In Finland , export industry forms a large clientele for the packaging industry .",0
1052,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",0
1053,You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,0
1054,They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,0
1055,Device volume in the area decreased by 21 % to 2.7 mn units .,0
1056,Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,0
1057,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",0
1058,$TRX http://stks.co/1KkK Long setup. MACD cross.,0
1059,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",0
1060,"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",0
1061,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,0
1062,"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",0
1063,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",0
1064,Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,0
1065,Raute is listed on the Nordic exchange in Helsinki .,0
1066,$SPY  still wants higher I think.,0
1067,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,0
1068,Poyry has a good track record of major transportation projects in Latin America .,0
1069,"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",0
1070,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,0
1071,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",0
1072,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,0
1073,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,0
1074,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,0
1075,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",0
1076,Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .,0
1077,"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",0
1078,Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,0
1079,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",0
1080,$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,0
1081,UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,0
1082,Karppinen expects the consolidation trend to continue in the Finnish market .,0
1083,Metso estimates the need for personnel reductions to amount to 25 people .,0
1084,AstraZeneca shares climb 3% as drug maker ups profits forecasts,0
1085,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,0
1086,The EPS improved to EUR0 .38 from EUR0 .27 .,0
1087,Insight hires Aviva's David Hillier for multi-asset team,0
1088,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,0
1089,"It grew in Finland , Norway , Denmark and the Baltic countries .",0
1090,Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is,0
1091,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",0
1092,The final outcome of the rights offering is to be reported around 23 October 2009 .,0
1093,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,0
1094,"Body The credit falls due February 24 , 2014 .",0
1095,"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",0
1096,"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",0
1097,"As a result , the company has decided it will implement fixed-term temporary lay-offs .",0
1098,"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",0
1099,Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,0
1100,"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",0
1101,"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",0
1102,"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",0
1103,"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",0
1104,Finnlines said that the deal is part of its strategy to focus on its core businesses .,0
1105,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",0
1106,$SPY Long 1/2 position 137.89,0
1107,The total value of these two contracts is over EUR 21 million .,0
1108,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",0
1109,No service pricing details were disclosed .,0
1110,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",0
1111,The expanded plant is scheduled to be operational by the middle of October 2009 .,0
1112,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",0
1113,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,0
1114,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",0
1115,"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",0
1116,The Department Store Division reported an increase in sales of 4 per cent .,0
1117,"In the Baltic countries , Atria 's target is organic growth .",0
1118,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,0
1119,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,0
1120,The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,0
1121,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",0
1122,Otherwise the situation is under control .,0
1123,"In beers , Olvi retained its market position .",0
1124,"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",0
1125,"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",0
1126,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",0
1127,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",0
1128,Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,0
1129,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",0
1130,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",0
1131,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",0
1132,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",0
1133,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,0
1134,"128,538 shares can still be subscribed for with Series E share options , max .",0
1135,"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .",0
1136,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",0
1137,Absolut Bank is exploring the possibility of further borrowing .,0
1138,$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,0
1139,The value of the order is around EUR 100 million .,0
1140,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",0
1141,Berkshire Hathaway names Kara Raiguel to lead General Re unit,0
1142,"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",0
1143,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",0
1144,"Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties .",0
1145,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,0
1146,The air traffic of Finland has been in stoppage since then .,0
1147,The new B shares carry the right to dividend and other shareholder rights with effect from today .,0
1148,Also the traditional grapevine carries a lot of weight .,0
1149,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",0
1150,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",0
1151,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",0
1152,The company says the measures are no longer needed .,0
1153,The reduction notice applied to 17 people .,0
1154,BM4 middle layer headbox will be equipped with a dilution control system .,0
1155,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",0
1156,$FTI Breakout today after reporting earnings last night,0
1157,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",0
1158,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",0
1159,Relief for Lewis as Tesco sees sales grow for first time in a year,0
1160,$TSPT  long 8.00,0
1161,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,0
1162,Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,0
1163,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,0
1164,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,0
1165,Ruukki Group calculates that it has lost EUR 4mn in the failed project .,0
1166,$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,0
1167,SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,0
1168,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",0
1169,"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",0
1170,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,0
1171,"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",0
1172,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",0
1173,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",0
1174,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",0
1175,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0
1176,"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",0
1177,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,0
1178,$WYNN big bounce,0
1179,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",0
1180,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",0
1181,"FDA approves NPS drug, in move validating Shire takeover deal",0
1182,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,0
1183,"Department store sales improved by 14 % to EUR 1,070.6 mn .",0
1184,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",0
1185,Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,0
1186,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",0
1187,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",0
1188,$FB watching for bounce tomorrow,0
1189,"In addition , the company is considering the start of production in Russia .",0
1190,NetCom expects to complete Turbo 3G deployment in these areas this year .,0
1191,J+̱rvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,0
1192,"The company will publish its financial statement for 2008 on February 25 , 2009 .",0
1193,"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",0
1194,$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,0
1195,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",0
1196,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,0
1197,Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,0
1198,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,0
1199,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",0
1200,$RAD All my charts are flashing oversold.,0
1201,$FB gettin in the buy zone soon ;),0
1202,The order was valued at over EUR15m .,0
1203,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",0
1204,"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",0
1205,"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .",0
1206,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",0
1207,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,0
1208,"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",0
1209,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,0
1210,"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",0
1211,Insurance policies should be simple .,0
1212,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,0
1213,Compass Group says positive for year ahead,0
1214,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,0
1215,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,0
1216,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",0
1217,"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",0
1218,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",0
1219,"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",0
1220,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",0
1221,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,0
1222,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",0
1223,The result before taxes was a loss of 25.0 million euros .,0
1224,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",0
1225,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",0
1226,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",0
1227,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",0
1228,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,0
1229,"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",0
1230,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,0
1231,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",0
1232,volatility squeeze in $AAPL. I hope it gets resolved to the upside,0
1233,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",0
1234,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",0
1235,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",0
1236,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",0
1237,"As a domestic business , Best-In is already close to Finnish dog owners .",0
1238,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+̱skyl+̱ , Oulu and Vaasa , and to polytechnics to be announced later .",0
1239,"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .",0
1240,"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",0
1241,The webcast may be followed online on the company website at www.ruukki.com/investors .,0
1242,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,0
1243,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",0
1244,"It s an area that is highly valued , because most of the land there has already been built on .",0
1245,"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",0
1246,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,0
1247,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",0
1248,It will use the proceeds from the transaction to achieve its target .,0
1249,@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,0
1250,"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",0
1251,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",0
1252,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,0
1253,The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,0
1254,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",0
1255,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
1256,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",0
1257,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,0
1258,$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,0
1259,SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,0
1260,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",0
1261,The deal is subject to approval by the Norwegian competition authorities .,0
1262,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,0
1263,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0
1264,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,0
1265,`` The combined activities will create value for shareholders and be good for our employees and customers .,0
1266,He confirmed his view on July 6 .,0
1267,Estonia 's beer market overall grew three percent last year to 130 million liters .,0
1268,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",0
1269,"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",0
1270,The company will also be compensated for acting as a reserve batch plant .,0
1271,@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,0
1272,$INO back in this am small post,0
1273,"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",0
1274,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",0
1275,"$pcln back over ""up"" trendline from 10/4",0
1276,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",0
1277,I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,0
1278,Autotank Group is part of Aspo 's Systems Division .,0
1279,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",0
1280,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,0
1281,Fortum also has a blocking stake in Northwestern TGK-1 .,0
1282,It will report full-year results on August 22 .,0
1283,It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,0
1284,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",0
1285,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",0
1286,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,0
1287,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",0
1288,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,0
1289,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0
1290,"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",0
